emp_no,title,birth_date,first_name,last_name,to_date
404172,Senior Staff,1954-05-15,Bodh,Lamparter,9999-01-01
404176,Senior Staff,1954-01-15,Vitaly,Parveen,9999-01-01
404179,Senior Engineer,1955-11-03,Susuma,Bodoff,9999-01-01
404182,Staff,1954-03-12,Heng,Keohane,9999-01-01
404188,Senior Engineer,1952-05-12,Wojceich,Schaar,9999-01-01
404189,Senior Staff,1954-12-24,Jaroslava,Quittner,9999-01-01
404190,Senior Engineer,1953-03-05,Sakthirel,Gilg,9999-01-01
404193,Engineer,1954-10-26,Elvia,Dratva,9999-01-01
404201,Engineer,1953-04-16,Mihalis,Nishimukai,9999-01-01
404203,Senior Engineer,1955-06-08,Alair,Baaleh,9999-01-01
404208,Senior Engineer,1953-07-11,Mototsugu,Georgakopoulos,9999-01-01
404209,Senior Staff,1955-07-07,Shakhar,Buescher,9999-01-01
404212,Senior Engineer,1954-07-01,Clyde,Doering,9999-01-01
404215,Senior Engineer,1955-09-21,Heejo,Rosaz,9999-01-01
404218,Senior Engineer,1952-09-14,Keung,Berstel,9999-01-01
404219,Senior Engineer,1954-01-27,Ramya,Passafiume,9999-01-01
404221,Engineer,1954-05-14,Aleksander,Bernini,9999-01-01
404223,Senior Engineer,1955-02-05,Erzsebet,Demian,9999-01-01
404231,Senior Staff,1954-01-03,Adib,Guerreiro,9999-01-01
404233,Staff,1954-08-09,Baziley,Nivat,9999-01-01
404234,Senior Staff,1952-10-19,Khoa,Nastansky,9999-01-01
404241,Senior Staff,1954-05-21,Kien,Bottner,9999-01-01
404246,Staff,1955-02-22,Nikolaus,Henseler,9999-01-01
404248,Senior Staff,1955-01-22,Gro,Demke,9999-01-01
404253,Senior Staff,1955-04-29,Alair,Casperson,9999-01-01
404254,Senior Engineer,1953-05-16,Fumiko,Naudin,9999-01-01
404260,Senior Staff,1954-12-04,Shao,Luon,9999-01-01
404261,Staff,1952-04-22,Jeanne,Gniady,9999-01-01
404264,Senior Engineer,1953-06-12,Zhongwei,Marciano,9999-01-01
404268,Senior Engineer,1953-04-20,Barton,Nilsson,9999-01-01
404273,Senior Engineer,1952-07-05,Adil,Kroon,9999-01-01
404275,Senior Engineer,1952-12-30,Dipankar,Danecki,9999-01-01
404276,Senior Staff,1954-09-13,Eldridge,Pettit,9999-01-01
404280,Senior Staff,1954-07-12,Boutros,Pehl,9999-01-01
404281,Senior Engineer,1953-04-04,Sudharsan,Clemencon,9999-01-01
404284,Assistant Engineer,1953-07-07,Alselm,Boissier,9999-01-01
404287,Senior Staff,1953-08-29,Paraskevi,Gelosh,9999-01-01
404292,Senior Engineer,1953-12-23,Eric,Ranze,9999-01-01
404294,Senior Engineer,1953-07-23,Tremaine,Kinley,9999-01-01
404297,Senior Engineer,1953-04-03,Goetz,Weedman,9999-01-01
404298,Engineer,1955-03-21,Miyeon,Chandrasekhar,9999-01-01
404299,Senior Staff,1955-05-18,Rimli,Peot,9999-01-01
404300,Senior Engineer,1952-02-09,Paraskevi,Vilarrasa,9999-01-01
404302,Senior Staff,1953-08-22,Miomir,Baar,9999-01-01
404306,Engineer,1953-01-17,Danco,Thorensen,9999-01-01
404307,Senior Engineer,1952-05-19,King,Lakshmanan,9999-01-01
404312,Senior Engineer,1954-04-01,Bernt,Pouyioutas,9999-01-01
404316,Senior Engineer,1955-12-28,Kwun,Bahr,9999-01-01
404317,Senior Engineer,1954-09-17,Turgut,Holburn,9999-01-01
404327,Senior Staff,1954-07-11,Nitsan,Ritcey,9999-01-01
404331,Senior Staff,1954-02-02,Goncalo,Vidal,9999-01-01
404332,Senior Staff,1955-06-07,Lubomir,Ouhyoung,9999-01-01
404336,Senior Staff,1952-05-16,Khaled,Oxman,9999-01-01
404338,Senior Engineer,1952-12-20,Gio,Parhami,9999-01-01
404351,Senior Engineer,1955-08-16,Rosalyn,Erni,9999-01-01
404352,Senior Engineer,1953-05-25,Ranga,Anick,9999-01-01
404354,Engineer,1953-10-19,Phule,Cullers,9999-01-01
404356,Senior Engineer,1954-01-24,Gregory,Unno,9999-01-01
404358,Senior Staff,1954-08-31,Zita,Greibach,9999-01-01
404359,Senior Engineer,1953-12-06,Gretta,Krohn,9999-01-01
404377,Senior Staff,1953-02-20,Surveyors,Sooriamurthi,9999-01-01
404384,Senior Engineer,1952-02-25,Zejun,Rajcani,9999-01-01
404385,Senior Staff,1953-01-24,Shan,Solares,9999-01-01
404391,Staff,1952-02-10,Akeel,Lemarechal,9999-01-01
404392,Senior Staff,1954-04-20,Kazuhide,Sigstam,9999-01-01
404399,Senior Staff,1954-11-05,Mircea,Cunliffe,9999-01-01
404411,Engineer,1952-04-08,Kotesh,Farrag,9999-01-01
404418,Senior Engineer,1953-10-10,Kamakshi,Speckmann,9999-01-01
404419,Technique Leader,1955-11-09,Ayonca,Azumi,9999-01-01
404420,Senior Engineer,1955-07-30,Mary,Ranka,9999-01-01
404428,Staff,1955-05-18,Sadok,Beerel,9999-01-01
404430,Senior Staff,1954-07-28,Turgut,Stassinopoulos,9999-01-01
404433,Senior Engineer,1953-03-01,Arve,Hemaspaandra,9999-01-01
404434,Senior Staff,1952-03-05,Giao,Reinhart,9999-01-01
404443,Senior Engineer,1953-11-11,Udaiprakash,Georgakopoulos,9999-01-01
404449,Senior Engineer,1953-05-25,Xiaoqiu,Schnelling,9999-01-01
404464,Senior Staff,1955-08-25,Danil,Stentiford,9999-01-01
404468,Senior Engineer,1953-03-16,Angel,Baez,9999-01-01
404469,Senior Staff,1952-07-07,Bartek,Maginnis,9999-01-01
404470,Senior Engineer,1954-08-23,Chikara,Schrift,9999-01-01
404471,Senior Staff,1954-07-04,Weijing,Angiulli,9999-01-01
404474,Engineer,1952-03-15,Mats,Sethi,9999-01-01
404484,Senior Engineer,1954-05-25,Chikara,Usdin,9999-01-01
404485,Senior Staff,1955-03-06,Fun,Chelton,9999-01-01
404486,Senior Engineer,1955-12-30,Masami,Masada,9999-01-01
404488,Staff,1954-06-07,King,Eppinger,9999-01-01
404493,Senior Engineer,1953-03-03,Tadahiko,Ranta,9999-01-01
404495,Senior Staff,1955-11-07,Rosalyn,Dichev,9999-01-01
404501,Senior Staff,1953-07-03,Maya,Nitta,9999-01-01
404503,Senior Staff,1953-09-16,Xiong,Facello,9999-01-01
404505,Senior Staff,1954-05-19,Billur,Poujol,9999-01-01
404506,Senior Staff,1952-06-23,Tesuro,Gips,9999-01-01
404508,Senior Staff,1953-11-25,Troy,Besancenot,9999-01-01
404520,Senior Engineer,1953-09-13,Honglan,Mahnke,9999-01-01
404533,Staff,1955-06-04,Kankanahalli,Heping,9999-01-01
404538,Senior Engineer,1954-10-15,Kenroku,Poujol,9999-01-01
404542,Senior Engineer,1955-07-14,Kellyn,Pellegrinelli,9999-01-01
404549,Technique Leader,1952-05-23,Fei,Perl,9999-01-01
404557,Senior Engineer,1952-09-13,Jackson,Milicic,9999-01-01
404564,Senior Engineer,1954-06-14,Garnik,Bednarek,9999-01-01
404572,Senior Engineer,1954-07-11,Sachar,Kitsuregawa,9999-01-01
404583,Senior Engineer,1953-11-11,Khun,Sambasivam,9999-01-01
404588,Senior Engineer,1952-12-04,Elgin,Akazan,9999-01-01
404589,Assistant Engineer,1952-07-29,Willard,Gelosh,9999-01-01
404590,Senior Staff,1954-12-03,Luerbio,Trelles,9999-01-01
404594,Senior Staff,1952-02-28,Lijie,Spataro,9999-01-01
404597,Senior Staff,1955-09-08,Aris,Fiebach,9999-01-01
404603,Senior Engineer,1955-08-29,Hugo,Gopalakrishnan,9999-01-01
404607,Senior Engineer,1955-03-31,Toshimori,Barriga,9999-01-01
404611,Senior Engineer,1952-11-26,Marc,Griswold,9999-01-01
404628,Staff,1954-08-04,Spyrose,Bael,9999-01-01
404631,Senior Staff,1952-11-09,Genevieve,Rabehasaina,9999-01-01
404634,Senior Engineer,1955-01-30,Ebbe,Stanfel,9999-01-01
404644,Senior Engineer,1952-06-06,Stella,Petersohn,9999-01-01
404647,Senior Staff,1953-09-25,Carrsten,Hammerschmidt,9999-01-01
404648,Senior Engineer,1955-05-12,Vincent,Ozery,9999-01-01
404661,Senior Engineer,1955-02-07,Anneli,Menyhert,9999-01-01
404671,Staff,1955-07-06,Bokyung,Shokrollahi,9999-01-01
404674,Senior Engineer,1953-05-29,Rajmohan,Furedi,9999-01-01
404678,Staff,1953-06-12,Emran,Larfeldt,9999-01-01
404682,Engineer,1952-03-11,Gian,Chachaty,9999-01-01
404683,Senior Staff,1954-11-06,Mabhin,Foote,9999-01-01
404685,Technique Leader,1952-03-19,Masasuke,Kaminger,9999-01-01
404691,Senior Engineer,1955-06-15,Alselm,Tomescu,9999-01-01
404704,Senior Staff,1955-11-28,Padma,Borstler,9999-01-01
404709,Senior Staff,1954-11-26,Anyuan,Kroon,9999-01-01
404710,Engineer,1955-10-30,Kien,Schapire,9999-01-01
404712,Senior Engineer,1953-10-24,Brewster,Harnett,9999-01-01
404713,Staff,1955-11-07,Georgy,Leonhardt,9999-01-01
404714,Senior Engineer,1954-09-13,Felicidad,Choobineh,9999-01-01
404721,Engineer,1955-07-15,Inderjeet,Shiratori,9999-01-01
404722,Senior Engineer,1953-06-24,Atreyi,Papsdorf,9999-01-01
404723,Technique Leader,1955-09-03,Jaewon,Colorni,9999-01-01
404726,Senior Engineer,1953-01-17,Sukumar,Trumbly,9999-01-01
404727,Senior Engineer,1955-05-13,Isamu,Swick,9999-01-01
404732,Engineer,1954-11-11,Arunas,Gonthier,9999-01-01
404741,Senior Staff,1952-10-03,Shounak,Reghbati,9999-01-01
404742,Senior Engineer,1953-02-28,Jouko,Wursthorn,9999-01-01
404746,Senior Staff,1954-04-19,Divier,dAstous,9999-01-01
404749,Senior Engineer,1953-03-02,Jaewoo,Reeken,9999-01-01
404750,Technique Leader,1955-05-05,Shahaf,Heiserman,9999-01-01
404756,Senior Staff,1953-08-20,Chaoyi,Ariola,9999-01-01
404759,Senior Engineer,1952-03-27,Atilio,Kossowski,9999-01-01
404767,Senior Staff,1955-04-17,Laurentiu,Lieblein,9999-01-01
404771,Senior Staff,1953-10-06,Sverrir,Argence,9999-01-01
404772,Senior Engineer,1955-02-25,Xuejia,Klassen,9999-01-01
404775,Staff,1953-06-12,Saeko,Tagansky,9999-01-01
404781,Senior Staff,1953-05-30,Arunachalam,Laurillard,9999-01-01
404789,Senior Engineer,1953-08-10,Shuichi,Mandell,9999-01-01
404791,Staff,1953-12-16,Otilia,Jording,9999-01-01
404793,Engineer,1954-09-05,Sastry,Miake,9999-01-01
404796,Senior Engineer,1955-11-22,Doowon,Delgrange,9999-01-01
404802,Staff,1953-02-01,Zhigen,Assaf,9999-01-01
404804,Technique Leader,1952-07-20,Magy,Kaiser,9999-01-01
404806,Senior Engineer,1952-08-23,Torsten,Katiyar,9999-01-01
404813,Senior Engineer,1953-07-30,Takushi,Yurek,9999-01-01
404815,Senior Staff,1953-02-04,Richard,Felder,9999-01-01
404816,Senior Engineer,1953-06-19,Limsoon,Stifter,9999-01-01
404818,Senior Staff,1952-08-07,Denis,Snyers,9999-01-01
404837,Engineer,1952-08-06,Gila,Plessier,9999-01-01
404839,Senior Engineer,1952-08-19,Mary,Masand,9999-01-01
404843,Senior Staff,1955-01-03,Magy,Nishimukai,9999-01-01
404849,Staff,1955-09-20,Hiroyasu,Nitsch,9999-01-01
404850,Senior Engineer,1955-06-12,Adib,Sevcikova,9999-01-01
404855,Senior Engineer,1954-05-07,Georgy,Hiraishi,9999-01-01
404858,Technique Leader,1953-06-05,Moty,Srimani,9999-01-01
404859,Senior Staff,1952-03-26,Koldo,Gelosh,9999-01-01
404863,Senior Staff,1955-08-08,Hidekazu,Lorie,9999-01-01
404868,Senior Engineer,1953-08-16,Ingemar,Azevdeo,9999-01-01
404870,Senior Staff,1953-02-14,Tua,Dayang,9999-01-01
404875,Senior Staff,1952-07-07,Khatoun,Meszaros,9999-01-01
404878,Senior Staff,1955-07-03,Syozo,Schaaf,9999-01-01
404884,Senior Engineer,1954-12-17,Adib,Yetim,9999-01-01
404890,Senior Staff,1955-12-19,Snehasis,Schreiter,9999-01-01
404891,Senior Engineer,1954-03-03,Zhenhua,Compeau,9999-01-01
404894,Technique Leader,1953-12-06,Weicheng,Herath,9999-01-01
404902,Senior Engineer,1952-02-02,Bader,Mapelli,9999-01-01
404914,Senior Engineer,1954-05-28,Bodh,Matzel,9999-01-01
404918,Senior Engineer,1954-04-07,Harjit,Radwan,9999-01-01
404923,Senior Engineer,1952-12-02,Jiann,Wolniewicz,9999-01-01
404935,Senior Engineer,1952-08-09,Hailing,Schauser,9999-01-01
404942,Senior Engineer,1955-08-26,Moie,Wolniewicz,9999-01-01
404948,Senior Staff,1953-08-09,Gao,Zobel,9999-01-01
404950,Senior Staff,1954-05-08,Shin,Murtha,9999-01-01
404952,Staff,1954-02-16,Suzette,Goldhammer,9999-01-01
404956,Senior Engineer,1952-11-17,Sergi,Dechter,9999-01-01
404961,Assistant Engineer,1955-03-12,Matk,Xiaoshan,9999-01-01
404962,Senior Engineer,1954-05-19,Sven,Pena,9999-01-01
404965,Senior Staff,1952-06-22,Yahiko,Maraist,9999-01-01
404969,Engineer,1953-09-10,Monique,Ariola,9999-01-01
404970,Senior Staff,1954-10-19,Mohammad,Hiltgen,9999-01-01
404974,Staff,1953-11-28,Pragnesh,Christ,9999-01-01
404980,Senior Staff,1955-11-28,Nitsan,Muchinsky,9999-01-01
404985,Senior Staff,1955-10-16,Atilio,Negoita,9999-01-01
404986,Senior Engineer,1952-11-05,Souichi,Serna,9999-01-01
404990,Senior Staff,1955-04-22,Mrinalini,Streng,9999-01-01
404993,Senior Staff,1953-07-30,Lucian,Genther,9999-01-01
404995,Engineer,1955-12-16,Aram,Knightly,9999-01-01
404996,Senior Staff,1955-11-25,Gay,Baig,9999-01-01
405004,Senior Staff,1954-01-14,Herbert,Malinowski,9999-01-01
405005,Technique Leader,1954-11-03,Hatem,Schueller,9999-01-01
405010,Senior Staff,1952-07-05,Genevieve,Bierman,9999-01-01
405013,Senior Engineer,1953-05-13,JoAnna,Perri,9999-01-01
405019,Senior Staff,1954-03-22,Giri,Pavlopoulou,9999-01-01
405023,Senior Staff,1955-04-20,Radhia,Leivant,9999-01-01
405024,Engineer,1953-11-23,Oddvar,Preusig,9999-01-01
405053,Senior Engineer,1952-09-17,Shiv,Apsitis,9999-01-01
405056,Senior Engineer,1954-09-06,Vidar,Birrer,9999-01-01
405060,Senior Engineer,1955-08-16,Amabile,Ozery,9999-01-01
405064,Senior Engineer,1955-03-03,Shim,Bojadziev,9999-01-01
405067,Senior Staff,1953-07-18,Shih,Restivo,9999-01-01
405068,Senior Staff,1954-01-14,Shounak,Siksek,9999-01-01
405072,Senior Engineer,1955-07-19,Remmert,Schlenzig,9999-01-01
405073,Senior Staff,1953-10-06,Francoise,Rikino,9999-01-01
405075,Staff,1953-04-03,Shuzo,Kumaresan,9999-01-01
405087,Senior Staff,1953-04-15,Fayez,McFarlan,9999-01-01
405090,Engineer,1953-04-10,Miomir,Portugali,9999-01-01
405092,Senior Staff,1954-10-31,Yonghong,Hutton,9999-01-01
405096,Senior Engineer,1955-10-17,Lubomir,Suermann,9999-01-01
405104,Senior Engineer,1953-12-25,IEEE,Georgakopoulos,9999-01-01
405107,Senior Staff,1955-10-12,Claudi,Deville,9999-01-01
405108,Senior Staff,1953-02-02,Kazuhisa,Rijsenbrij,9999-01-01
405114,Senior Staff,1954-10-16,Sedat,Trumbly,9999-01-01
405117,Senior Staff,1954-03-14,Rosalie,Etalle,9999-01-01
405123,Senior Staff,1953-03-24,Zeljko,Walstra,9999-01-01
405126,Senior Staff,1952-07-28,Bokyung,Taneja,9999-01-01
405128,Engineer,1955-09-13,Jacopo,Ermel,9999-01-01
405129,Technique Leader,1952-10-30,Basant,Farrow,9999-01-01
405139,Senior Engineer,1955-03-19,Takahiro,Besselaar,9999-01-01
405140,Senior Engineer,1952-06-11,Stella,Adachi,9999-01-01
405141,Senior Staff,1954-06-03,Mahendra,Tokunaga,9999-01-01
405142,Senior Engineer,1952-03-24,Vitaly,Itzfeldt,9999-01-01
405159,Technique Leader,1954-09-03,Mart,Lorcy,9999-01-01
405167,Senior Engineer,1953-08-15,Anneli,Cappello,9999-01-01
405170,Senior Engineer,1955-11-03,Mrinalini,Rahier,9999-01-01
405175,Staff,1953-06-15,Ulises,Smeets,9999-01-01
405177,Senior Engineer,1954-03-30,Adel,Kaiserswerth,9999-01-01
405180,Senior Engineer,1954-05-15,Magdalena,Ritcey,9999-01-01
405181,Engineer,1953-01-02,Marie,Demeyer,9999-01-01
405184,Senior Staff,1952-12-13,Brewster,Miara,9999-01-01
405187,Engineer,1952-02-07,Mingdong,Cannard,9999-01-01
405191,Staff,1954-03-21,Uli,Bennet,9999-01-01
405193,Senior Engineer,1954-02-22,Soenke,Zeleznik,9999-01-01
405198,Staff,1955-08-31,Sahrah,Bahr,9999-01-01
405199,Senior Staff,1954-04-11,Gou,Antonisse,9999-01-01
405200,Senior Engineer,1954-08-20,Charmane,Furedi,9999-01-01
405203,Senior Engineer,1955-12-06,Muneo,Panienski,9999-01-01
405204,Engineer,1952-02-28,Kwan,Bade,9999-01-01
405212,Senior Staff,1955-11-29,Mikhail,Lorin,9999-01-01
405232,Senior Staff,1953-07-15,Saniya,Nannarelli,9999-01-01
405233,Senior Engineer,1953-07-07,Bodh,Bressoud,9999-01-01
405237,Senior Staff,1955-03-29,Arie,Uchoa,9999-01-01
405238,Senior Engineer,1955-03-01,Masali,Ossenbruggen,9999-01-01
405240,Assistant Engineer,1954-04-10,Chaosheng,Ernst,9999-01-01
405243,Engineer,1954-07-15,Naraig,Jakobus,9999-01-01
405246,Senior Staff,1952-04-13,Geoffrey,Polajnar,9999-01-01
405248,Engineer,1953-01-30,Susanne,Eugenio,9999-01-01
405251,Staff,1952-10-19,Gully,Delgrange,9999-01-01
405256,Senior Staff,1952-08-15,Billur,Domenig,9999-01-01
405258,Senior Staff,1954-12-29,Hatsukazu,Minakawa,9999-01-01
405260,Engineer,1953-09-23,Thanasis,Kavanagh,9999-01-01
405261,Senior Engineer,1953-08-30,Tiina,Matzel,9999-01-01
405262,Engineer,1955-03-13,Taisook,Tzvieli,9999-01-01
405264,Senior Staff,1954-04-25,Moto,Schahn,9999-01-01
405265,Technique Leader,1953-12-24,Marlo,Gewali,9999-01-01
405280,Engineer,1954-09-05,Toshimori,Rajala,9999-01-01
405281,Senior Engineer,1955-06-16,Lillian,Hofstetter,9999-01-01
405282,Staff,1952-03-17,Mang,Birge,9999-01-01
405283,Senior Engineer,1954-05-08,Munehiko,Schueller,9999-01-01
405288,Senior Staff,1954-09-02,Atreyi,Eldridge,9999-01-01
405289,Senior Engineer,1954-06-27,Slavian,Lenart,9999-01-01
405294,Senior Staff,1954-01-13,Shigenori,Basawa,9999-01-01
405295,Senior Staff,1952-07-19,Yinlin,Strehl,9999-01-01
405299,Senior Staff,1954-08-14,Kerhong,Erdi,9999-01-01
405300,Engineer,1954-01-20,Dante,Krybus,9999-01-01
405301,Senior Staff,1952-12-21,Mayuri,Kulisch,9999-01-01
405304,Senior Engineer,1952-08-03,Jolita,Falster,9999-01-01
405313,Senior Engineer,1953-08-09,Rosalyn,Baalen,9999-01-01
405315,Senior Staff,1955-01-05,Jiang,Denti,9999-01-01
405316,Senior Staff,1955-01-16,Gila,Kulisch,9999-01-01
405320,Senior Staff,1952-07-12,Xiong,Ramamoorthy,9999-01-01
405321,Senior Staff,1955-08-12,Suvo,Zyda,9999-01-01
405334,Staff,1954-04-10,Boriana,Dalton,9999-01-01
405335,Senior Engineer,1954-07-01,Akhilish,Schneeberger,9999-01-01
405336,Senior Staff,1955-02-06,Krassimir,Molberg,9999-01-01
405337,Senior Engineer,1954-07-24,Hideyuki,Sessa,9999-01-01
405339,Senior Engineer,1953-05-12,Shirish,Gurbaxani,9999-01-01
405346,Senior Engineer,1953-02-17,Christoph,Malabarba,9999-01-01
405347,Senior Staff,1954-05-21,Edwin,Nitsch,9999-01-01
405357,Senior Engineer,1953-02-15,Sorina,Bratten,9999-01-01
405360,Staff,1955-10-22,Divier,Angot,9999-01-01
405370,Senior Engineer,1953-09-01,Sibyl,Levasseur,9999-01-01
405373,Technique Leader,1955-07-08,Chuanyi,Duclos,9999-01-01
405378,Senior Staff,1952-10-14,Kellyn,Straney,9999-01-01
405379,Engineer,1953-06-18,Khoa,Skrikant,9999-01-01
405382,Senior Staff,1953-05-29,Kamakshi,Mansanne,9999-01-01
405383,Senior Engineer,1954-01-15,Kamran,Masand,9999-01-01
405386,Engineer,1952-09-12,Sakthirel,Vigier,9999-01-01
405397,Senior Engineer,1954-12-31,Arne,Poujol,9999-01-01
405403,Staff,1952-05-12,Vojin,Pusterhofer,9999-01-01
405404,Senior Engineer,1955-07-20,Zhenbing,Pehl,9999-01-01
405410,Senior Staff,1952-08-31,Aram,Picco,9999-01-01
405415,Engineer,1954-10-07,Rosalie,Marrevee,9999-01-01
405419,Senior Engineer,1952-11-05,Chuanyi,Chimia,9999-01-01
405426,Senior Staff,1955-05-19,Khoa,Anily,9999-01-01
405427,Engineer,1952-03-16,Bernd,Herber,9999-01-01
405431,Senior Engineer,1954-01-30,Gina,Pepe,9999-01-01
405443,Senior Engineer,1952-02-12,Younwoo,Fraisse,9999-01-01
405451,Senior Staff,1954-08-05,Ipke,Daescu,9999-01-01
405453,Senior Staff,1955-05-04,Surveyors,Peres,9999-01-01
405470,Engineer,1953-05-26,Deborah,Kading,9999-01-01
405472,Engineer,1952-05-26,Takushi,Miake,9999-01-01
405485,Senior Engineer,1953-03-12,Mohamadou,Ranze,9999-01-01
405487,Senior Staff,1954-04-07,Hilari,Jeong,9999-01-01
405489,Senior Engineer,1952-05-04,Weidon,Merks,9999-01-01
405496,Engineer,1953-05-09,Uriel,Pramanik,9999-01-01
405497,Engineer,1955-03-18,Leah,Ratnakar,9999-01-01
405503,Senior Staff,1955-01-06,Giao,Diderrich,9999-01-01
405505,Senior Engineer,1954-05-15,Toshimi,Fujisaki,9999-01-01
405507,Senior Staff,1952-05-24,Shahar,Basagni,9999-01-01
405511,Senior Staff,1955-02-18,Jouko,Bauknecht,9999-01-01
405512,Senior Engineer,1954-12-23,Mabhin,Jeansoulin,9999-01-01
405518,Senior Engineer,1954-06-14,Subhash,Bach,9999-01-01
405523,Senior Engineer,1953-11-09,Steen,Conti,9999-01-01
405524,Senior Staff,1952-09-18,Henk,Farrel,9999-01-01
405532,Senior Staff,1954-02-23,Takanari,Menyhert,9999-01-01
405535,Senior Staff,1954-04-29,Yagil,Schieder,9999-01-01
405536,Senior Engineer,1953-01-29,Gor,Baaz,9999-01-01
405544,Senior Staff,1953-09-06,Mokhtar,Koshiba,9999-01-01
405546,Senior Staff,1952-04-28,Jingling,Validov,9999-01-01
405550,Staff,1953-04-26,Dulce,Foote,9999-01-01
405556,Senior Staff,1953-06-05,Takanari,Osgood,9999-01-01
405557,Engineer,1955-05-02,Hatem,Siprelle,9999-01-01
405561,Staff,1952-07-11,Shmuel,Camarinopoulos,9999-01-01
405564,Senior Engineer,1954-05-29,Yishai,Milicia,9999-01-01
405571,Staff,1954-05-28,Khalid,Marchegay,9999-01-01
405577,Senior Engineer,1954-12-20,Mads,Middleton,9999-01-01
405583,Senior Staff,1952-10-16,Gretta,Reeker,9999-01-01
405585,Senior Engineer,1954-12-10,Keung,Pappas,9999-01-01
405591,Senior Engineer,1954-06-15,Kellyn,Gulik,9999-01-01
405592,Staff,1954-09-14,Domenick,Delgrange,9999-01-01
405596,Senior Engineer,1953-10-20,Xiaoheng,Pietrzykowski,9999-01-01
405598,Senior Staff,1952-05-10,Akeno,Walstra,9999-01-01
405599,Senior Staff,1953-08-31,Margo,Godskesen,9999-01-01
405607,Senior Staff,1952-03-06,Koldo,Guardalben,9999-01-01
405608,Senior Engineer,1954-12-02,Wilmer,Zallocco,9999-01-01
405609,Senior Staff,1953-04-15,Akeno,Penz,9999-01-01
405621,Staff,1952-11-18,Xinglin,Kranzdorf,9999-01-01
405623,Engineer,1954-02-05,Claude,Rosar,9999-01-01
405630,Senior Staff,1954-10-18,Takahiro,Vidya,9999-01-01
405631,Staff,1954-11-18,Cedric,Ressouche,9999-01-01
405636,Senior Staff,1952-12-12,Khalil,Back,9999-01-01
405637,Engineer,1954-07-09,Masasuke,Kavraki,9999-01-01
405639,Engineer,1955-12-18,Godehard,Lienhardt,9999-01-01
405642,Assistant Engineer,1955-12-29,Apostol,Matzat,9999-01-01
405646,Senior Staff,1953-01-11,Harjit,Gerteisen,9999-01-01
405653,Staff,1955-04-10,Howell,Picaronny,9999-01-01
405660,Senior Staff,1954-01-18,Phuoc,Erva,9999-01-01
405661,Senior Staff,1952-08-15,Itzchak,Christianini,9999-01-01
405663,Senior Staff,1954-01-19,Utz,Akiyama,9999-01-01
405667,Senior Staff,1954-11-11,Makato,McDermid,9999-01-01
405673,Assistant Engineer,1952-04-13,Stepehn,Nilsson,9999-01-01
405677,Senior Staff,1953-06-22,Hugo,Delgrange,9999-01-01
405678,Senior Staff,1952-02-16,Sumali,Marakhovsky,9999-01-01
405683,Senior Engineer,1955-06-25,Jiang,Kaiser,9999-01-01
405687,Senior Engineer,1953-03-16,Katsuyuki,Gaughan,9999-01-01
405693,Senior Engineer,1952-02-22,Cathie,Calkin,9999-01-01
405696,Senior Staff,1952-11-10,Macha,Conde,9999-01-01
405705,Senior Staff,1952-07-02,Mitchel,Gruenwald,9999-01-01
405706,Senior Engineer,1952-06-22,Danil,Spell,9999-01-01
405707,Senior Engineer,1955-07-04,Kaijung,Vural,9999-01-01
405709,Senior Staff,1952-11-26,Zvonko,Eugenio,9999-01-01
405710,Senior Engineer,1953-03-04,Gopalakrishnan,Eldridge,9999-01-01
405712,Senior Staff,1954-01-18,Iara,Munke,9999-01-01
405713,Staff,1954-07-20,Krassimir,Nourani,9999-01-01
405714,Senior Staff,1952-06-06,Geoffry,Hofting,9999-01-01
405718,Senior Engineer,1953-01-03,Yinlin,Neimat,9999-01-01
405721,Senior Engineer,1955-11-14,Pascal,Tempesti,9999-01-01
405723,Senior Staff,1953-10-09,Douadi,Rathonyi,9999-01-01
405725,Senior Staff,1952-05-05,Gennady,Templeman,9999-01-01
405726,Senior Engineer,1954-01-02,Utpal,Bottner,9999-01-01
405731,Senior Engineer,1954-08-31,Genta,Alblas,9999-01-01
405732,Senior Staff,1952-03-19,Hidekazu,Schurmann,9999-01-01
405734,Senior Staff,1952-02-27,Roselyn,Preusig,9999-01-01
405736,Senior Staff,1953-04-07,Zhigen,Birdsall,9999-01-01
405746,Senior Staff,1955-08-03,Heon,Mondadori,9999-01-01
405748,Engineer,1953-10-16,Mariangiola,Siochi,9999-01-01
405749,Engineer,1954-10-12,Chaitali,Speckmann,9999-01-01
405753,Senior Engineer,1954-03-07,Kotesh,Nations,9999-01-01
405754,Engineer,1954-05-07,Fei,Borovoy,9999-01-01
405758,Senior Staff,1952-07-06,Shichao,Manders,9999-01-01
405760,Assistant Engineer,1953-12-06,Yuping,Capobianchi,9999-01-01
405762,Senior Engineer,1953-07-15,Yoshinari,Sridhar,9999-01-01
405765,Staff,1953-06-09,Ult,Schach,9999-01-01
405767,Senior Engineer,1955-09-25,Subhrajyoti,Maliniak,9999-01-01
405774,Senior Engineer,1954-06-10,Weiyi,Cmelik,9999-01-01
405778,Senior Staff,1955-04-09,Gal,Uludag,9999-01-01
405785,Senior Staff,1954-07-28,Hugo,Erva,9999-01-01
405786,Senior Engineer,1955-01-11,Unal,Cangellaris,9999-01-01
405787,Senior Engineer,1955-05-26,Spyrose,Baranowski,9999-01-01
405789,Senior Staff,1953-11-02,Toong,Gajiwala,9999-01-01
